region,year,temperature,precipitation
ITG1,2019,16.83054,1067.3713
ITG1,2020,17.057884,770.1511
ITG1,2021,17.32394,1058.4354
ITG1,2022,17.655449,688.3535
ITG1,2023,17.466766,868.98706
ITG2,2010,15.521418,1075.7484
ITG2,2011,16.094547,832.22485
ITG2,2012,16.238832,780.7522
ITG2,2013,15.78824,1047.1249
ITG2,2014,16.491007,687.67645
ITG2,2015,16.427725,820.37164
ITG2,2016,16.570816,771.0762
ITG2,2017,16.531103,486.70102
ITG2,2018,16.487034,1293.4933
ITG2,2019,16.48508,893.04736
ITG2,2020,16.595829,725.40283
ITG2,2021,16.55326,994.7615
ITG2,2022,17.384823,660.0981
ITG2,2023,17.132002,759.3804
ITH1,2010,2.1659367,708.8604
ITH1,2011,3.8094482,545.5332
ITH1,2012,2.857928,688.5481
ITH1,2013,3.1257782,714.70264
ITH1,2014,3.8697612,715.52563
ITH1,2015,4.2121887,527.8893
ITH1,2016,3.772583,675.29675
ITH1,2017,3.5221558,639.48157
ITH1,2018,4.00781,612.36383
ITH1,2019,3.7748513,802.90796
ITH1,2020,3.892067,716.6033
ITH1,2021,2.827067,627.7971
ITH1,2022,4.328916,581.36176
ITH1,2023,4.637835,729.22614
ITH2,2010,5.7081566,594.17914
ITH2,2011,7.4287186,441.37384
ITH2,2012,6.3463454,496.21008
ITH2,2013,6.6863923,579.21216
ITH2,2014,7.2757483,626.8425
ITH2,2015,7.6539,415.09058
ITH2,2016,7.163129,502.1496
ITH2,2017,6.9657717,480.7806
ITH2,2018,7.3060846,502.3098
ITH2,2019,7.2244325,607.151
ITH2,2020,7.3306327,560.86444
ITH2,2021,6.155725,464.2353
ITH2,2022,7.6838903,416.55826
ITH2,2023,8.033125,515.7261
ITH3,2010,11.34334,1926.9944
ITH3,2011,12.552645,1209.0549
ITH3,2012,12.258411,1405.4213
ITH3,2013,11.979503,1709.6023
ITH3,2014,12.977561,2047.9298
ITH3,2015,12.719345,1147.4362
ITH3,2016,12.284727,1532.1312
ITH3,2017,12.233902,1387.0869
ITH3,2018,12.774752,1451.0413
ITH3,2019,12.725871,1760.5028
ITH3,2020,12.494349,1543.788
ITH3,2021,11.755295,1353.7883
ITH3,2022,13.029742,1090.1517
ITH3,2023,13.000209,1390.7948
ITH4,2010,9.950755,1016.4814
ITH4,2011,11.0654125,657.2628
ITH4,2012,10.81553,823.6065
ITH4,2013,10.74011,880.8556
ITH4,2014,11.62235,1152.3418
ITH4,2015,11.396506,608.79614
ITH4,2016,11.055814,847.89087
ITH4,2017,10.735701,807.00494
ITH4,2018,11.622439,753.3388
ITH4,2019,11.412358,937.24536
ITH4,2020,11.133353,875.96704
ITH4,2021,10.218986,744.9865
ITH4,2022,11.446974,601.3889
ITH4,2023,11.5598955,863.4501
ITH5,2010,12.4391575,1755.8193
ITH5,2011,13.696148,938.21906
ITH5,2012,13.640503,1235.22
ITH5,2013,13.098423,1599.8516
ITH5,2014,14.110132,1705.864
ITH5,2015,13.942278,1179.3861
ITH5,2016,13.650755,1365.9478
ITH5,2017,13.920806,1050.7908
ITH5,2018,13.906143,1502.7523
ITH5,2019,14.070541,1578.5598
ITH5,2020,14.020498,1146.4281
ITH5,2021,13.589775,1068.3727
ITH5,2022,14.655266,1060.0061
ITH5,2023,14.608261,1323.5751
ITI1,2010,13.148947,1890.0662
ITI1,2011,14.029963,926.3821
ITI1,2012,13.885166,1293.809
ITI1,2013,13.614818,1612.051
ITI1,2014,14.354979,1803.4296
ITI1,2015,14.343369,1133.6432
ITI1,2016,14.199339,1486.6505
ITI1,2017,14.163877,1035.2755
ITI1,2018,14.497814,1516.6998
ITI1,2019,14.472396,1575.0007
ITI1,2020,14.413522,1279.8547
ITI1,2021,14.050811,1262.0812
ITI1,2022,15.066069,1212.0504
ITI1,2023,15.09423,1382.5769
ITI2,2010,12.619963,640.50104
ITI2,2011,13.358097,357.30743
ITI2,2012,13.588929,435.23883
ITI2,2013,12.853759,555.3818
ITI2,2014,13.569754,550.0231
ITI2,2015,13.687613,404.23108
ITI2,2016,13.377712,541.8472
ITI2,2017,13.565864,392.28915
ITI2,2018,13.71852,530.74457
ITI2,2019,13.911526,497.10657
ITI2,2020,13.657011,474.64178
ITI2,2021,13.492303,428.70618
ITI2,2022,14.415015,425.20715
ITI2,2023,14.367402,497.3955
ITI3,2010,12.934358,624.2237
ITI3,2011,13.756058,422.51587
ITI3,2012,13.910422,520.7472
ITI3,2013,13.190215,631.39343
ITI3,2014,13.932344,599.15826
ITI3,2015,14.037345,529.19196
ITI3,2016,13.763002,574.6555
ITI3,2017,13.936007,481.05908
ITI3,2018,13.949369,582.0179
ITI3,2019,14.198757,516.55676
ITI3,2020,14.138598,449.13672
ITI3,2021,13.899399,461.14923
ITI3,2022,14.581309,401.82495
ITI3,2023,14.689162,550.61816
ITI4,2010,13.983997,1467.8593
ITI4,2011,14.337466,837.1401
ITI4,2012,14.622015,1120.6722
ITI4,2013,14.22304,1257.1869
ITI4,2014,14.715597,1293.3607
ITI4,2015,14.917614,982.61646
ITI4,2016,14.782495,1107.0079
ITI4,2017,14.648469,852.4437
ITI4,2018,15.039548,1422.1154
ITI4,2019,14.939963,1306.1323
ITI4,2020,14.818857,1058.4592
ITI4,2021,14.703186,1131.7434
ITI4,2022,15.637981,869.2617
ITI4,2023,15.443241,1075.6083
LT01,2010,6.309965,631.7329
LT01,2011,7.3739533,487.10345
LT01,2012,6.607881,604.1851
LT01,2013,7.297031,501.0586
LT01,2014,7.662309,505.93948
LT01,2015,8.137557,493.28326
LT01,2016,7.351166,631.44495
LT01,2017,7.3589535,666.708
LT01,2018,7.8908815,469.03516
LT01,2019,8.710545,455.04285
LT01,2020,8.959454,486.8536
LT01,2021,7.004803,627.4004
LT01,2022,7.5921464,567.6918
LT01,2023,8.581234,572.52026
LT02,2010,6.24065,3629.8503
LT02,2011,7.6287413,2841.527
LT02,2012,6.755192,3555.7786
LT02,2013,7.44143,2851.8333
LT02,2014,7.911348,2922.7715
LT02,2015,8.304313,2744.2417
LT02,2016,7.6331716,3497.7798
LT02,2017,7.510546,3741.211
LT02,2018,8.108687,2382.0886
LT02,2019,8.80567,2724.5999
LT02,2020,9.150272,2977.1785
LT02,2021,7.272512,3374.422
LT02,2022,7.8740773,3246.378
LT02,2023,8.638971,3349.7725
LU00,2010,8.291457,146.73996
LU00,2011,10.062525,121.13953
LU00,2012,9.202677,162.79602
LU00,2013,8.655647,158.28705
LU00,2014,10.459521,153.5654
LU00,2015,9.925027,128.2854
LU00,2016,9.405609,158.12111
LU00,2017,9.754949,144.97281
LU00,2018,10.529881,126.200676
LU00,2019,10.13021,156.66675
LU00,2020,10.759703,147.30263
LU00,2021,9.17607,178.29514
LU00,2022,10.798782,153.40233
LU00,2023,10.746211,173.03658
LV00,2010,5.58852,4312.441
LV00,2011,7.1665263,3528.574
LV00,2012,5.9939513,4601.4023
LV00,2013,6.8637114,3401.169
LV00,2014,7.245895,3874.2456
LV00,2015,7.7010927,3427.9946
LV00,2016,6.9947963,4118.107
LV00,2017,6.74528,4491.501
LV00,2018,7.4915514,2799.8782
LV00,2019,8.041158,3817.7546
LV00,2020,8.632532,3708.54
LV00,2021,6.848781,3921.3218
LV00,2022,7.2821445,3738.3833
LV00,2023,7.7839117,4206.65
ME00,2010,9.938323,1948.5798
ME00,2011,10.023978,859.8719
ME00,2012,10.337835,1292.5883
ME00,2013,10.377894,1588.7527
ME00,2014,10.673082,1576.7393
ME00,2015,10.511603,1065.7644
ME00,2016,10.288102,1580.2537
ME00,2017,10.103459,1254.7865
ME00,2018,10.835109,1502.51
ME00,2019,10.77367,1407.9227
ME00,2020,10.623409,1286.3741
ME00,2021,10.135164,1478.0969
ME00,2022,10.761349,1379.1676
ME00,2023,10.940416,1567.1359
MK00,2010,11.649544,1409.4105
MK00,2011,11.129775,786.6888
MK00,2012,11.841418,1096.4183
MK00,2013,12.015637,1118.0878
MK00,2014,12.013873,1449.1492
MK00,2015,11.832483,1174.7294
MK00,2016,11.838636,1155.0579
MK00,2017,11.735968,1108.4252
MK00,2018,12.238084,1312.644
MK00,2019,12.401874,1022.6517
MK00,2020,11.941983,1126.3618
MK00,2021,11.594289,1336.773
MK00,2022,11.865985,1117.3115
MK00,2023,12.343921,1294.0702
NL11,2010,8.311965,135.19669
NL11,2011,10.127759,129.51566
NL11,2012,9.650301,159.18063
NL11,2013,9.163459,128.25584
NL11,2014,11.092009,137.04968
NL11,2015,10.259173,139.57405
NL11,2016,10.044151,124.51744
NL11,2017,10.244661,150.49934
NL11,2018,10.707712,96.642494
NL11,2019,10.705894,139.1449
NL11,2020,10.929982,144.4912
NL11,2021,9.883265,162.96387
NL11,2022,10.860339,137.1622
NL11,2023,11.025736,176.45645
NL12,2010,8.73037,239.02321
NL12,2011,10.351848,235.01205
NL12,2012,9.894478,286.69833
NL12,2013,9.40655,216.56227
NL12,2014,11.3289795,233.93631
NL12,2015,10.480235,252.86293
NL12,2016,10.470143,204.97131
NL12,2017,10.587524,263.81015
NL12,2018,10.830747,179.01993
NL12,2019,10.930186,242.71106
NL12,2020,11.211789,256.24847
NL12,2021,10.149048,277.44867
NL12,2022,11.169075,225.88539
NL12,2023,11.253975,303.01093
NL13,2010,8.426734,159.67369
NL13,2011,10.299249,154.03842
NL13,2012,9.749465,185.49919
NL13,2013,9.282323,152.70615
NL13,2014,11.159641,172.05905
NL13,2015,10.341672,170.96234
NL13,2016,10.120072,149.84131
NL13,2017,10.31014,182.84512
NL13,2018,10.902612,121.28258
NL13,2019,10.840763,162.42505
NL13,2020,11.083351,173.20728
NL13,2021,9.920607,194.11469
NL13,2022,11.047676,161.90433
NL13,2023,11.163724,220.72888
NL21,2010,8.765485,217.25082
NL21,2011,10.612915,208.31967
NL21,2012,10.024666,243.48163
NL21,2013,9.58396,207.49855
NL21,2014,11.395671,228.30487
NL21,2015,10.567372,235.5156
NL21,2016,10.407399,211.5364
NL21,2017,10.612773,244.77959
NL21,2018,11.231402,166.62407
NL21,2019,11.093251,217.33188
NL21,2020,11.422137,217.39578
NL21,2021,10.141337,262.15744
NL21,2022,11.386848,215.5199
NL21,2023,11.481189,298.46286
NL22,2010,8.984314,245.62645
NL22,2011,10.810814,238.23357
NL22,2012,10.174903,276.92413
NL22,2013,9.758967,235.35538
NL22,2014,11.576362,261.32202
NL22,2015,10.750489,262.7506
NL22,2016,10.61105,246.29593
NL22,2017,10.851996,268.8675
NL22,2018,11.399285,193.49384
NL22,2019,11.202461,248.93951
NL22,2020,11.623852,238.05331
NL22,2021,10.30719,295.77063
NL22,2022,11.571964,247.81131
NL22,2023,11.696674,338.6364
NL23,2010,8.995135,145.77866
NL23,2011,10.698397,144.07921
NL23,2012,10.144312,172.75525
NL23,2013,9.679117,136.17325
NL23,2014,11.606592,150.51651
NL23,2015,10.721739,156.68869
NL23,2016,10.696657,135.91194
NL23,2017,10.838964,162.03595
NL23,2018,11.169432,118.02769
NL23,2019,11.161851,154.48666
NL23,2020,11.535353,157.07207
NL23,2021,10.4026,167.90103
NL23,2022,11.475378,141.49094
NL23,2023,11.597676,196.31386
NL31,2010,9.026614,135.75554
NL31,2011,10.869848,137.12598
NL31,2012,10.193758,162.12654
NL31,2013,9.740835,128.91006
NL31,2014,11.653109,145.5288
NL31,2015,10.781699,142.35211
NL31,2016,10.68904,131.55937
NL31,2017,10.898275,147.20059
NL31,2018,11.299477,113.684654
NL31,2019,11.146649,141.95633
NL31,2020,11.627182,133.26932
NL31,2021,10.385965,157.96375
NL31,2022,11.562455,134.62543
NL31,2023,11.711315,186.70654
NL32,2010,9.199186,197.93892
NL32,2011,10.797254,207.26395
NL32,2012,10.262331,252.53487
NL32,2013,9.765222,190.87791
NL32,2014,11.746291,209.28098
NL32,2015,10.885183,213.16241
NL32,2016,10.947136,183.54988
NL32,2017,11.037714,219.80954
NL32,2018,11.162711,167.24396
NL32,2019,11.275522,218.58691
NL32,2020,11.636168,218.15204
NL32,2021,10.600717,230.2227
NL32,2022,11.633405,194.84616
NL32,2023,11.694417,270.28082
NL33,2010,9.260039,165.91072
NL33,2011,11.045261,174.87335
NL33,2012,10.368877,206.13766
NL33,2013,9.840944,162.18567
NL33,2014,11.796306,178.93887
NL33,2015,10.978471,165.71521
NL33,2016,10.953271,155.03311
NL33,2017,11.151937,172.37473
NL33,2018,11.332084,145.74814
NL33,2019,11.286129,174.23439
NL33,2020,11.804325,167.11235
NL33,2021,10.596497,196.60092
NL33,2022,11.765938,158.76294
NL33,2023,11.868477,220.19386
NL34,2010,9.617299,167.11617
NL34,2011,11.444268,152.7872
NL34,2012,10.639222,191.02478
NL34,2013,10.109689,157.77588
NL34,2014,12.027778,172.89734
NL34,2015,11.28004,155.76172
NL34,2016,11.246944,152.83775
NL34,2017,11.5136175,153.72754
NL34,2018,11.602699,140.23018
NL34,2019,11.568654,167.02461
NL34,2020,12.122631,164.70432
NL34,2021,10.89717,187.76703
NL34,2022,12.11476,159.39522
NL34,2023,12.1902275,197.10922
NL41,2010,9.330414,302.4826
NL41,2011,11.196425,289.00336
NL41,2012,10.456595,335.20984
NL41,2013,9.977732,292.7742
NL41,2014,11.813188,327.38684
NL41,2015,11.059676,300.32538
NL41,2016,10.946877,301.8875
NL41,2017,11.203036,311.92017
NL41,2018,11.621328,256.56796
NL41,2019,11.402683,302.42252
NL41,2020,11.935838,283.56076
NL41,2021,10.593116,361.08685
NL41,2022,11.887372,302.96994
NL41,2023,12.001466,395.29993
NL42,2010,9.420494,86.51543
NL42,2011,11.294773,74.71657
NL42,2012,10.572219,85.49023
NL42,2013,10.12279,81.61545
NL42,2014,11.8678665,86.90834
NL42,2015,11.231754,79.916954
NL42,2016,10.993337,84.08356
NL42,2017,11.306043,86.260796
NL42,2018,11.856713,64.74686
NL42,2019,11.54858,85.240364
NL42,2020,12.101662,75.10662
NL42,2021,10.637105,103.17707
NL42,2022,12.054675,82.33452
NL42,2023,12.111587,107.637405
NO02,2010,-0.52677876,3804.9316
NO02,2011,2.1417346,4872.881
NO02,2012,1.0071571,4806.057
NO02,2013,1.5499043,4115.0854
NO02,2014,3.1449153,4700.836
NO02,2015,2.5330896,4649.8154
NO02,2016,2.1750464,4024.8853
NO02,2017,1.6527814,4302.175
NO02,2018,2.4588602,3593.4514
NO02,2019,2.1999369,4448.077
NO02,2020,3.4816613,4555.1226
NO02,2021,1.81639,3749.6003
NO02,2022,2.3574598,3936.2993
NO02,2023,1.3319378,4865.3125
NO06,2010,1.0976864,4317.711
NO06,2011,4.5503073,6167.5767
NO06,2012,2.70662,5386.7476
NO06,2013,3.602141,5328.9985
NO06,2014,4.8629975,4061.9182
NO06,2015,4.4544406,6265.34
NO06,2016,3.8693206,4949.9854
NO06,2017,3.6492994,5863.058
NO06,2018,3.737407,4737.093
NO06,2019,3.7210093,5136.0166
NO06,2020,4.8436003,5894.4263
NO06,2021,3.3470323,5535.1753
NO06,2022,3.9539473,5901.349
NO06,2023,3.022274,5142.455
NO07,2010,-0.5958362,13032.297
NO07,2011,1.9921769,15395.752
NO07,2012,0.23018676,12953.299
NO07,2013,1.8722823,15017.24
NO07,2014,1.7071052,11984.91
NO07,2015,1.9120594,16281.838
NO07,2016,1.8909612,12804.77
NO07,2017,0.921552,14655.891
NO07,2018,1.2338095,13278.948
NO07,2019,0.55141765,14537.343
NO07,2020,2.046562,16441.432
NO07,2021,0.66199726,14092.447
NO07,2022,1.6811267,16477.904
NO07,2023,1.0565829,13322.757
NO08,2010,1.7387481,2043.993
NO08,2011,4.646698,2845.2502
NO08,2012,3.5768213,2675.4226
NO08,2013,3.7225132,2256.668
NO08,2014,5.541837,2901.9832
NO08,2015,4.828989,2704.754
NO08,2016,4.482453,2158.8936
NO08,2017,4.3158903,2505.9634
NO08,2018,4.71798,2090.6287
NO08,2019,4.5663,2817.051
NO08,2020,5.788939,2826.4265
NO08,2021,4.1671653,2142.5647
NO08,2022,4.879175,2124.6604
NO08,2023,3.8560658,2913.6982
NO09,2010,2.568387,2712.6294
NO09,2011,5.1840515,4343.2686
NO09,2012,4.2005067,3869.1082
NO09,2013,3.9621363,3590.5076
NO09,2014,6.013719,4704.0024
NO09,2015,5.10259,4300.931
NO09,2016,4.8346276,3328.8289
NO09,2017,4.7830586,4208.601
NO09,2018,5.1691155,3492.9075
NO09,2019,5.102002,4082.2725
NO09,2020,5.984456,4693.965
NO09,2021,4.667115,3293.7546
NO09,2022,5.3234406,3376.7014
NO09,2023,4.4878707,4289.7827
NO0A,2010,1.6643921,7683.3726
NO0A,2011,4.4815736,13491.642
NO0A,2012,3.0745876,10994.194
NO0A,2013,3.3495429,10570.055
NO0A,2014,5.373387,10387.267
NO0A,2015,4.3909464,12973.816
NO0A,2016,4.238258,10729.3125
NO0A,2017,4.1687784,12281.546
NO0A,2018,4.2922983,10029.102
NO0A,2019,4.3714857,10137.01
NO0A,2020,5.020357,13323.579
NO0A,2021,3.7565851,9286.829
NO0A,2022,4.3756876,11220.235
NO0A,2023,3.669798,10687.475
NO0B,2010,0.30477142,22.384644
NO0B,2011,0.6819255,31.547546
NO0B,2012,0.2176183,23.454666
NO0B,2013,0.06251526,25.911331
NO0B,2014,1.5593262,22.817612
NO0B,2015,0.79599,28.248787
NO0B,2016,1.9272562,25.903702
NO0B,2017,1.4454752,24.624825
NO0B,2018,1.852862,27.327538
NO0B,2019,0.723114,20.885468
NO0B,2020,0.38226065,29.112816
NO0B,2021,1.2492472,25.330544
NO0B,2022,0.92088574,26.528358
NO0B,2023,0.19871776,23.239136
PL21,2010,7.390284,1283.3271
PL21,2011,8.476327,851.7103
PL21,2012,8.31592,850.48865
PL21,2013,8.263666,908.2813
PL21,2014,9.451704,1065.2799
PL21,2015,9.421766,785.12573
PL21,2016,8.875619,998.64575
PL21,2017,8.635312,1098.937
PL21,2018,9.508361,852.6983
PL21,2019,9.824188,943.5082
PL21,2020,9.435829,1020.6709
PL21,2021,8.2951765,1063.1447
PL21,2022,9.165441,946.0583
PL21,2023,9.797755,1141.6874
PL22,2010,7.764687,901.24133
PL22,2011,9.120571,635.64874
PL22,2012,8.858718,666.9683
PL22,2013,8.695484,698.1659
PL22,2014,10.165504,772.4457
PL22,2015,10.166289,558.0463
PL22,2016,9.423695,785.8677
PL22,2017,9.089088,829.64136
PL22,2018,10.221814,578.1231
PL22,2019,10.516474,658.2451
PL22,2020,10.017176,774.68585
PL22,2021,8.810361,775.8799
PL22,2022,9.644082,760.1366
PL22,2023,10.347949,861.9852
PL41,2010,7.7476754,1909.9312
PL41,2011,9.531436,1185.2617
PL41,2012,9.041527,1429.7733
PL41,2013,8.878334,1473.9075
PL41,2014,10.342529,1332.944
PL41,2015,10.390907,1066.9956
PL41,2016,9.755844,1488.7867
PL41,2017,9.470288,1855.6423
PL41,2018,10.486954,1170.9738
PL41,2019,10.825902,1216.0607
PL41,2020,10.444186,1457.6283
PL41,2021,9.16951,1478.0798
PL41,2022,10.244571,1400.9972
PL41,2023,10.528694,1680.4294
PL42,2010,7.3463254,1505.4474
PL42,2011,9.164496,1124.4382
PL42,2012,8.575785,1302.8555
PL42,2013,8.646397,1112.1731
PL42,2014,9.929546,1158.0153
PL42,2015,9.630901,1089.1791
PL42,2016,9.270674,1216.0397
PL42,2017,9.102851,1638.3132
PL42,2018,9.8968935,941.11444
PL42,2019,10.287464,1145.5411
PL42,2020,10.141136,1058.5242
PL42,2021,8.960507,1181.0503
PL42,2022,9.764406,1028.4604
PL42,2023,9.914794,1375.883
PL43,2010,8.134192,842.45874
PL43,2011,9.996577,550.1671
PL43,2012,9.44614,677.7086
PL43,2013,9.29683,633.3961
PL43,2014,10.789813,613.78577
PL43,2015,10.68313,527.2293
PL43,2016,10.002801,601.0361
PL43,2017,9.869399,738.0409
PL43,2018,10.941856,446.54846
PL43,2019,11.195607,538.394
PL43,2020,11.038287,565.6977
PL43,2021,9.611637,650.9371
PL43,2022,10.803022,566.02
PL43,2023,10.935546,753.767
PL51,2010,7.522106,1376.4381
PL51,2011,9.226018,926.7797
PL51,2012,8.840545,1115.5911
PL51,2013,8.580729,1225.9521
PL51,2014,10.123476,1066.124
PL51,2015,10.111412,842.4206
PL51,2016,9.280511,1188.036
PL51,2017,9.2154875,1197.5765
PL51,2018,10.204625,884.05994
PL51,2019,10.420671,974.7686
PL51,2020,10.110833,1218.2131
PL51,2021,8.820556,1181.3535
PL51,2022,9.951212,1128.232
PL51,2023,10.361895,1363.782
PL52,2010,8.135472,546.7663
PL52,2011,9.616918,373.5523
PL52,2012,9.4196615,398.03027
PL52,2013,9.15461,440.59372
PL52,2014,10.746147,438.1628
PL52,2015,10.7892685,301.26666
PL52,2016,9.871181,494.3905
PL52,2017,9.673847,476.59207
PL52,2018,10.792517,345.3102
PL52,2019,11.088329,361.81354
PL52,2020,10.521401,489.0766
PL52,2021,9.337607,440.47736
PL52,2022,10.238518,452.39926
PL52,2023,10.853656,515.5306
PL61,2010,7.31075,1071.8594
PL61,2011,8.961856,675.08887
PL61,2012,8.5396595,789.29614
PL61,2013,8.363534,798.59924
PL61,2014,9.70556,702.36017
PL61,2015,9.742538,588.3713
PL61,2016,9.334984,839.5786
PL61,2017,9.032328,1098.2275
PL61,2018,9.89013,676.78357
PL61,2019,10.23566,756.7005
PL61,2020,9.909284,849.25653
PL61,2021,8.537153,918.6897
PL61,2022,9.567123,779.56104
PL61,2023,9.993855,847.2204
PL62,2010,6.8275757,1466.6538
PL62,2011,8.166138,1248.3416
PL62,2012,7.4803104,1440.773
PL62,2013,7.832659,1217.1096
PL62,2014,8.662613,1127.8152
PL62,2015,8.967527,1110.6338
PL62,2016,8.480844,1445.736
PL62,2017,8.181457,1764.2603
PL62,2018,8.980897,1047.698
PL62,2019,9.457369,1175.0726
PL62,2020,9.451033,1262.7344
PL62,2021,7.821314,1366.8461
PL62,2022,8.719087,1248.0459
PL62,2023,9.375599,1257.7839
PL63,2010,6.7829895,1161.4285
PL63,2011,8.4214525,949.46576
PL63,2012,7.914844,1036.1729
PL63,2013,7.955974,888.3114
PL63,2014,9.142945,827.5833
PL63,2015,9.037205,893.2295
PL63,2016,8.762141,1047.5254
PL63,2017,8.462331,1311.5472
PL63,2018,9.21583,799.984
PL63,2019,9.610607,1007.1421
PL63,2020,9.574318,949.8272
PL63,2021,8.268886,982.01276
PL63,2022,8.958007,946.949
PL63,2023,9.366127,1061.3976
PL71,2010,7.6689353,1207.491
PL71,2011,9.238208,771.87634
PL71,2012,8.934191,844.7247
PL71,2013,8.619962,1016.69885
PL71,2014,9.9293375,994.5936
PL71,2015,10.250978,679.45
PL71,2016,9.656952,1042.0532
PL71,2017,9.229354,1138.2379
PL71,2018,10.160569,815.073
PL71,2019,10.711318,759.7494
PL71,2020,10.24284,1023.0999
PL71,2021,8.860604,1046.5441
PL71,2022,9.749027,974.05145
PL71,2023,10.478275,1019.886
PL72,2010,7.7677913,768.71106
PL72,2011,9.0222845,527.9751
PL72,2012,8.862454,486.63806
PL72,2013,8.672223,604.5685
PL72,2014,9.750529,684.0754
PL72,2015,10.100657,470.75558
PL72,2016,9.544436,587.9688
PL72,2017,9.103516,695.2362
PL72,2018,10.044377,528.4614
PL72,2019,10.566165,535.7227
PL72,2020,10.15997,618.81354
PL72,2021,8.710876,713.2292
PL72,2022,9.591574,650.2838
PL72,2023,10.343052,714.2191
PL81,2010,8.027802,1451.6907
PL81,2011,8.760861,1129.9381
PL81,2012,8.444968,1085.3052
PL81,2013,8.616949,1330.9803
PL81,2014,9.36449,1298.9655
PL81,2015,9.791531,1031.8374
PL81,2016,9.272728,1290.8745
PL81,2017,8.974727,1369.3457
PL81,2018,9.694135,1053.6318
PL81,2019,10.382264,1092.2098
PL81,2020,10.04409,1351.9373
PL81,2021,8.546148,1389.3976
PL81,2022,9.350157,1307.0135
PL81,2023,10.258318,1434.5856
PL82,2010,8.175614,1388.855
PL82,2011,8.881136,905.2534
PL82,2012,8.790284,988.1334
PL82,2013,8.982287,1021.7743
PL82,2014,9.891463,1096.4861
PL82,2015,9.988363,859.9281
PL82,2016,9.4083185,1052.5455
PL82,2017,9.083262,1153.9697
PL82,2018,9.835675,1010.9291
PL82,2019,10.434584,1012.6658
PL82,2020,10.029532,1102.7632
PL82,2021,8.739134,1182.1766
PL82,2022,9.685799,1013.80255
PL82,2023,10.398434,1275.5652
PL84,2010,6.981052,1236.6123
PL84,2011,8.002931,944.23773
PL84,2012,7.4531174,1085.5703
PL84,2013,7.874323,1083.1279
PL84,2014,8.458328,923.70416
PL84,2015,9.167765,832.36694
PL84,2016,8.326693,1222.6963
PL84,2017,8.197602,1256.7834
PL84,2018,8.979096,829.1531
PL84,2019,9.490821,847.3711
PL84,2020,9.539408,1014.4777
PL84,2021,7.7345724,1153.8877
PL84,2022,8.520419,1078.5542
PL84,2023,9.489623,1093.5697
PL91,2010,7.789321,416.2998
PL91,2011,8.917696,313.49564
PL91,2012,8.487928,314.98337
PL91,2013,8.643221,362.7739
PL91,2014,9.53347,331.9998
PL91,2015,9.884927,256.42014
PL91,2016,9.402679,368.02673
PL91,2017,9.126593,398.7236
PL91,2018,9.955889,272.52292
PL91,2019,10.518594,268.86273
PL91,2020,10.198306,356.65988
PL91,2021,8.726588,353.91522
PL91,2022,9.5681715,320.07217
PL91,2023,10.396391,334.054
PL92,2010,7.538941,1649.5037
PL92,2011,8.688062,1248.7898
PL92,2012,8.242658,1268.2867
PL92,2013,8.421091,1395.3628
PL92,2014,9.277865,1314.1365
PL92,2015,9.707988,1022.3131
PL92,2016,9.171557,1460.001
PL92,2017,8.860266,1642.6716
PL92,2018,9.734752,1094.5225
PL92,2019,10.272559,1102.0327
PL92,2020,10.000953,1407.691
PL92,2021,8.46416,1462.4519
PL92,2022,9.356678,1289.7549
PL92,2023,10.122121,1368.7391
PT11,2010,13.129125,1512.7334
PT11,2011,13.804144,1143.6901
PT11,2012,12.761461,993.65137
PT11,2013,13.100983,1526.7811
PT11,2014,13.475653,1773.8152
PT11,2015,13.656285,1027.5449
PT11,2016,13.504776,1556.4575
PT11,2017,14.006622,915.9546
PT11,2018,13.28048,1455.2393
PT11,2019,13.354736,1339.7446
PT11,2020,14.102242,1190.423
PT11,2021,13.338328,1201.438
PT11,2022,14.495634,1391.1648
PT11,2023,14.070313,1445.2582
PT15,2010,17.457905,199.50104
PT15,2011,17.576643,124.16172
PT15,2012,16.927206,103.43361
PT15,2013,17.025732,107.816696
PT15,2014,17.220598,114.58874
PT15,2015,17.597353,81.96068
PT15,2016,17.568579,96.95053
PT15,2017,17.9704,67.01183
PT15,2018,16.776714,123.87562
PT15,2019,17.39071,60.100555
PT15,2020,17.754587,103.27816
PT15,2021,17.463835,82.62539
PT15,2022,17.98885,104.904175
PT15,2023,18.354618,63.248634
PT16,2010,14.576381,1734.5066
PT16,2011,15.107897,1256.9332
PT16,2012,14.233047,1043.7689
PT16,2013,14.454356,1530.2296
PT16,2014,14.734702,1845.2759
PT16,2015,15.083252,926.6653
PT16,2016,14.885591,1586.9026
PT16,2017,15.446157,844.4624
PT16,2018,14.509144,1559.2576
PT16,2019,14.765571,1236.3501
PT16,2020,15.33859,1213.2845
PT16,2021,14.743208,1288.8718
PT16,2022,15.777515,1349.1746
PT16,2023,15.560087,1223.7196
PT17,2010,16.50974,175.55046
PT17,2011,16.786417,121.78135
PT17,2012,16.15208,95.47043
PT17,2013,16.167686,115.4995
PT17,2014,16.431993,157.979
PT17,2015,16.628212,74.99695
PT17,2016,16.617876,121.341705
PT17,2017,16.847792,80.63984
PT17,2018,16.122175,120.47577
PT17,2019,16.458899,86.29894
PT17,2020,16.843496,99.55788
PT17,2021,16.410543,106.206894
PT17,2022,17.197117,110.238075
PT17,2023,17.362373,70.32776
PT18,2010,16.760532,1506.5518
