region,year,population
DE80,2011,1614789.0
DE91,2011,1579623.0
DE92,2011,2093945.0
DE93,2011,1669999.0
DE94,2011,2435261.0
DEA1,2011,5081231.0
DEA2,2011,4282911.0
DEA3,2011,2568358.0
DEA4,2011,2031337.0
DEA5,2011,3581355.0
DEB1,2011,1486160.0
DEB2,2011,518554.0
DEB3,2011,1989471.0
DEC0,2011,1001879.0
DED2,2011,1594568.0
DED4,2011,1505254.0
DED5,2011,966434.0
DEE0,2011,2297386.0
DEF0,2011,2800134.0
DEG0,2011,2195344.0
DK01,2011,1699387.0
DK02,2011,819763.0
DK03,2011,1200656.0
DK04,2011,1260993.0
DK05,2011,579829.0
EE00,2011,1329660.0
EFTA,2011,13145040.0
EL30,2011,3992912.0
EL41,2011,200831.0
EL42,2011,333983.0
EL43,2011,627144.0
EL51,2011,611573.0
EL52,2011,1925437.0
EL53,2011,285899.0
EL54,2011,346503.0
EL61,2011,747690.0
EL62,2011,209221.0
EL63,2011,690904.0
EL64,2011,561693.0
EL65,2011,589602.0
ES11,2011,2773411.0
ES12,2011,1075869.0
ES13,2011,590867.0
ES21,2011,2183136.0
ES22,2011,637100.0
ES23,2011,320858.0
ES24,2011,1344385.0
ES30,2011,6394252.0
ES41,2011,2545301.0
ES42,2011,2099064.0
ES43,2011,1102299.0
ES51,2011,7493263.0
ES52,2011,4999192.0
ES53,2011,1091664.0
ES61,2011,8332080.0
ES62,2011,1459075.0
ES63,2011,81621.0
ES64,2011,78866.0
ES70,2011,2064871.0
EU28,2011,502964837.0
FI19,2011,1360041.0
FI1B,2011,1532309.0
FI1C,2011,1156791.0
FI1D,2011,1298128.0
FI20,2011,28007.0
FR10,2011,11852851.0
FRB0,2011,2556835.0
FRC1,2011,1642734.0
FRC2,2011,1173440.0
FRD1,2011,1475684.0
FRD2,2011,1839393.0
FRE1,2011,4042015.0
FRE2,2011,1918155.0
FRF1,2011,1852325.0
FRF2,2011,1336053.0
FRF3,2011,2350657.0
FRG0,2011,3601113.0
FRH0,2011,3217767.0
FRI1,2011,3254233.0
FRI2,2011,741072.0
FRI3,2011,1777773.0
FRJ1,2011,2670046.0
FRJ2,2011,2903420.0
FRK1,2011,1350682.0
FRK2,2011,6283541.0
FRL0,2011,4916069.0
FRM0,2011,314486.0
FRY2,2011,392291.0
FRY3,2011,237549.0
FRY4,2011,828581.0
HR03,2011,1413426.0
HR04,2011,2876431.0
HU11,2011,1733685.0
HU12,2011,1237561.0
HU21,2011,1094104.0
HU22,2011,994698.0
HU23,2011,940585.0
HU31,2011,1194697.0
HU32,2011,1481922.0
HU33,2011,1308470.0
HUXX,2011,0.0
IS00,2011,318452.0
ITC1,2011,4410887.0
ITC2,2011,127153.0
ITC3,2011,1592593.0
ITC4,2011,9746113.0
ITF1,2011,1329220.0
ITF2,2011,314816.0
ITF3,2011,5822827.0
ITF4,2011,4101558.0
ITF5,2011,580790.0
ITF6,2011,1972049.0
ITG1,2011,5059482.0
ITG2,2011,1655833.0
ITH1,2011,504406.0
ITH2,2011,525833.0
ITH3,2011,4879606.0
ITH4,2011,1225361.0
ITH5,2011,4371595.0
ITI1,2011,3726263.0
ITI2,2011,889450.0
ITI3,2011,1549616.0
ITI4,2011,5563046.0
LI00,2011,36149.0
LT01,2011,811515.0
LT02,2011,2241073.0
LU00,2011,511840.0
LV00,2011,2074605.0
ME00,2011,619850.0
MK00,2011,2057284.0
MT00,2011,414989.0
NL11,2011,579036.0
NL12,2011,647282.0
NL13,2011,491411.0
NL21,2011,1134465.0
NL22,2011,2004671.0
NL23,2011,391967.0
NL31,2011,1228794.0
NL32,2011,2691477.0
NL33,2011,3528324.0
NL34,2011,381530.0
NL41,2011,2454215.0
NL42,2011,1122627.0
NO01,2011,1144883.0
NO02,2011,362696.0
NO03,2011,938827.0
NO04,2011,718543.0
NO05,2011,845886.0
NO06,2011,429928.0
NO07,2011,468251.0
NO08,2011,1702327.0
NO09,2011,678852.0
NO0A,2011,1278251.0
NO0B,2011,0.0
PL21,2011,3293551.0
PL22,2011,4585758.0
PL41,2011,3422705.0
PL42,2011,1697166.0
PL43,2011,1010700.0
PL51,2011,2878103.0
PL52,2011,972986.0
PL61,2011,2075129.0
PL62,2011,1428620.0
PL63,2011,2245568.0
PT11,2011,3693585.0
PT15,2011,451304.0
PT16,2011,2331642.0
PT17,2011,2822761.0
PT18,2011,758707.0
PT20,2011,246757.0
PT30,2011,267965.0
RO11,2011,2717532.0
RO12,2011,2522692.0
RO21,2011,3703283.0
RO22,2011,2802532.0
RO31,2011,3253712.0
RO32,2011,2267419.0
RO41,2011,2232814.0
RO42,2011,1913831.0
SE11,2011,2054343.0
SE12,2011,1569248.0
SE21,2011,811611.0
SE22,2011,1396556.0
SE23,2011,1879781.0
SE31,2011,826820.0
SE32,2011,369316.0
SE33,2011,507895.0
SI03,2011,1098506.0
SI04,2011,951683.0
SK01,2011,599931.0
SK02,2011,1838786.0
SK03,2011,1349286.0
SK04,2011,1604443.0
TR10,2011,13255685.0
TR21,2011,1521328.0
TR22,2011,1642720.0
TR31,2011,3948848.0
TR32,2011,2739188.0
TR33,2011,3005558.0
TR41,2011,3595460.0
TR42,2011,3246147.0
TR51,2011,4771716.0
TR52,2011,2246478.0
TR61,2011,2685499.0
TR62,2011,3733124.0
TR63,2011,3004608.0
TR71,2011,1496296.0
TR72,2011,2352971.0
TR81,2011,1035071.0
TR82,2011,743029.0
TR83,2011,2740686.0
TR90,2011,2516167.0
TRA1,2011,1068446.0
TRA2,2011,1133660.0
TRB1,2011,1625158.0
TRB2,2011,2022373.0
TRC1,2011,2414833.0
TRC2,2011,3192329.0
TRC3,2011,1985610.0
UKC1,2011,1173646.0
UKC2,2011,1417980.0
UKD1,2011,499952.0
UKD3,2011,2673791.0
UKD4,2011,1459318.0
UKD6,2011,901375.0
UKD7,2011,1503567.0
UKE1,2011,916612.0
UKE2,2011,796538.0
UKE3,2011,1338373.0
UKE4,2011,2220015.0
UKF1,2011,2104311.0
UKF2,2011,1704627.0
UKF3,2011,713322.0
UKG1,2011,1293901.0
UKG2,2011,1567473.0
UKG3,2011,2725810.0
UKH1,2011,2385006.0
UKH2,2011,1726575.0
UKH3,2011,1723421.0
UKI3,2011,1089392.0
UKI4,2011,2121080.0
UKI5,2011,1752126.0
UKI6,2011,1220637.0
UKI7,2011,1950290.0
UKJ1,2011,2264895.0
UKJ2,2011,2733391.0
UKJ3,2011,1894162.0
UKJ4,2011,1723082.0
UKK1,2011,2342716.0
UKK2,2011,1271821.0
UKK3,2011,534024.0
UKK4,2011,1132530.0
UKL1,2011,1930295.0
UKL2,2011,1126355.0
UKM5,2011,473634.0
UKM6,2011,465794.0
UKN0,2011,1809539.0
AL01,2012,861058.0
AL02,2012,1083768.0
AL03,2012,958182.0
AT11,2012,285782.0
AT12,2012,1614455.0
AT13,2012,1717084.0
AT21,2012,556027.0
AT22,2012,1208696.0
AT31,2012,1413866.0
AT32,2012,529704.0
AT33,2012,711581.0
AT34,2012,370926.0
BE10,2012,1151317.0
BE21,2012,1787490.0
BE22,2012,851558.0
BE23,2012,1457428.0
BE24,2012,1096284.0
BE25,2012,1172795.0
BE31,2012,386683.0
BE32,2012,1325819.0
BE33,2012,1088074.0
BE34,2012,275713.0
BE35,2012,482728.0
BG31,2012,836601.0
BG32,2012,853468.0
BG33,2012,961965.0
BG34,2012,1072850.0
BG41,2012,2131233.0
BG42,2012,1471107.0
CH01,2012,1503500.0
CH02,2012,1770429.0
CH03,2012,1079913.0
CH04,2012,1392396.0
CH05,2012,1113929.0
CH06,2012,757552.0
CH07,2012,336943.0
CY00,2012,862011.0
CZ01,2012,1241664.0
CZ02,2012,1279345.0
CZ03,2012,1207847.0
CZ04,2012,1131191.0
CZ05,2012,1508867.0
CZ06,2012,1678250.0
CZ07,2012,1227668.0
CZ08,2012,1230613.0
DE11,2012,3924922.0
DE12,2012,2671524.0
DE13,2012,2150906.0
DE14,2012,1765089.0
DE21,2012,4363176.0
DE22,2012,1175923.0
DE23,2012,1072091.0
DE24,2012,1061573.0
DE25,2012,1688414.0
DE26,2012,1299076.0
DE27,2012,1783119.0
DE30,2012,3326002.0
DE40,2012,2453180.0
DE50,2012,652182.0
DE60,2012,1718187.0
DE71,2012,3763611.0
DE72,2012,1025525.0
DE73,2012,1204635.0
DE80,2012,1606899.0
DE91,2012,1575968.0
DE92,2012,2093431.0
DE93,2012,1667127.0
DE94,2012,2437727.0
DEA1,2012,5077103.0
DEA2,2012,4299064.0
DEA3,2012,2572221.0
DEA4,2012,2027126.0
DEA5,2012,3569424.0
DEB1,2012,1480166.0
DEB2,2012,518370.0
DEB3,2012,1991497.0
DEC0,2012,997855.0
DED2,2012,1591710.0
DED4,2012,1491442.0
DED5,2012,971030.0
DEE0,2012,2276736.0
DEF0,2012,2802266.0
DEG0,2012,2181603.0
DK01,2012,1714589.0
DK02,2012,817907.0
DK03,2012,1201342.0
DK04,2012,1266682.0
DK05,2012,579996.0
EE00,2012,1325217.0
EFTA,2012,13296582.0
EL30,2012,3975600.0
EL41,2012,198526.0
EL42,2012,333047.0
EL43,2012,628498.0
EL51,2012,608364.0
EL52,2012,1915966.0
EL53,2012,283368.0
EL54,2012,343853.0
EL61,2012,743078.0
EL62,2012,209798.0
EL63,2012,688605.0
EL64,2012,557359.0
EL65,2012,586663.0
ES11,2012,2771916.0
ES12,2012,1074308.0
ES13,2012,592383.0
ES21,2012,2184696.0
ES22,2012,640014.0
ES23,2012,320951.0
ES24,2012,1343807.0
ES30,2012,6425522.0
ES41,2012,2537685.0
ES42,2012,2105935.0
ES43,2012,1104336.0
ES51,2012,7514991.0
ES52,2012,5009650.0
ES53,2012,1100715.0
ES61,2012,8377810.0
ES62,2012,1461925.0
ES63,2012,83845.0
ES64,2012,81792.0
ES70,2012,2085938.0
EU28,2012,504047964.0
FI19,2012,1365259.0
FI1B,2012,1549058.0
FI1C,2012,1159039.0
FI1D,2012,1299557.0
FI20,2012,28354.0
FR10,2012,11898502.0
FRB0,2012,2563586.0
FRC1,2012,1641130.0
FRC2,2012,1175684.0
FRD1,2012,1477209.0
FRD2,2012,1845547.0
FRE1,2012,4050756.0
FRE2,2012,1922342.0
FRF1,2012,1859869.0
FRF2,2012,1339270.0
FRF3,2012,2349816.0
FRG0,2012,3632614.0
FRH0,2012,3237097.0
FRI1,2012,3285970.0
FRI2,2012,738633.0
FRI3,2012,1783991.0
FRJ1,2012,2700266.0
FRJ2,2012,2926592.0
FRK1,2012,1354104.0
FRK2,2012,6341160.0
FRL0,2012,4935576.0
FRM0,2012,316257.0
FRY2,2012,388364.0
FRY3,2012,239648.0
FRY4,2012,833944.0
HR03,2012,1410551.0
HR04,2012,2865433.0
HU11,2012,1727495.0
HU12,2012,1213323.0
HU21,2012,1079589.0
HU22,2012,984399.0
HU23,2012,931215.0
HU31,2012,1200831.0
HU32,2012,1498795.0
HU33,2012,1296278.0
HUXX,2012,0.0
IE04,2012,832082.0
IE05,2012,1547097.0
IE06,2012,2210108.0
IS00,2012,319575.0
ITC1,2012,4416745.0
ITC2,2012,127305.0
ITC3,2012,1590096.0
ITC4,2012,9811011.0
ITF1,2012,1331624.0
ITF2,2012,313916.0
ITF3,2012,5827593.0
ITF4,2012,4102797.0
ITF5,2012,579360.0
ITF6,2012,1968536.0
ITG1,2012,5061946.0
ITG2,2012,1655079.0
ITH1,2012,507989.0
ITH2,2012,529246.0
ITH3,2012,4887328.0
ITH4,2012,1223642.0
ITH5,2012,4391314.0
ITI1,2012,3733535.0
ITI2,2012,890407.0
ITI3,2012,1550010.0
ITI4,2012,5605706.0
LI00,2012,36475.0
LT01,2012,805915.0
LT02,2012,2197726.0
LU00,2012,524853.0
LV00,2012,2044813.0
ME00,2012,620308.0
MK00,2012,2059794.0
MT00,2012,417546.0
NL11,2012,580875.0
NL12,2012,647214.0
NL13,2012,490807.0
NL21,2012,1137668.0
NL22,2012,2010745.0
NL23,2012,395525.0
NL31,2012,1237117.0
NL32,2012,2709822.0
NL33,2012,3552407.0
NL34,2012,381407.0
NL41,2012,2463686.0
NL42,2012,1123075.0
NO01,2012,1169539.0
NO02,2012,364679.0
NO03,2012,949963.0
NO04,2012,728934.0
NO05,2012,855399.0
NO06,2012,435069.0
NO07,2012,470757.0
NO08,2012,1734895.0
NO09,2012,685685.0
NO0A,2012,1294785.0
NO0B,2012,0.0
PL21,2012,3303061.0
PL22,2012,4576485.0
PL41,2012,3430702.0
PL42,2012,1695822.0
PL43,2012,1010421.0
PL51,2012,2876855.0
PL52,2012,969541.0
PL61,2012,2074398.0
PL62,2012,1427162.0
PL63,2012,2253048.0
PT11,2012,3683871.0
PT15,2012,452321.0
PT16,2012,2329587.0
PT17,2012,2823329.0
PT18,2012,755353.0
PT20,2012,247095.0
PT30,2012,267394.0
RO11,2012,2598877.0
RO12,2012,2360578.0
RO21,2012,3294204.0
RO22,2012,2538949.0
RO31,2012,3128799.0
RO32,2012,2279145.0
RO41,2012,2067357.0
RO42,2012,1828087.0
SE11,2012,2091473.0
SE12,2012,1578097.0
SE21,2012,812948.0
SE22,2012,1405912.0
SE23,2012,1892328.0
SE31,2012,825431.0
SE32,2012,368454.0
SE33,2012,508212.0
SI03,2012,1099196.0
SI04,2012,956300.0
SK01,2012,606537.0
SK02,2012,1839259.0
SK03,2012,1349729.0
SK04,2012,1608797.0
TR10,2012,13624240.0
TR21,2012,1569388.0
TR22,2012,1640759.0
TR31,2012,3965232.0
TR32,2012,2779765.0
TR33,2012,2942695.0
TR41,2012,3637222.0
TR42,2012,3315463.0
TR51,2012,4890893.0
TR52,2012,2272560.0
TR61,2012,2705254.0
TR62,2012,3776744.0
TR63,2012,3013790.0
TR71,2012,1495630.0
TR72,2012,2348101.0
TR81,2012,1019425.0
TR82,2012,739997.0
TR83,2012,2717685.0
TR90,2012,2513021.0
TRA1,2012,1072848.0
TRA2,2012,1157546.0
TRB1,2012,1663811.0
TRB2,2012,2046027.0
TRC1,2012,2471979.0
TRC2,2012,3287197.0
TRC3,2012,2056997.0
UKC1,2012,1177121.0
UKC2,2012,1422315.0
UKD1,2012,499524.0
UKD3,2012,2693358.0
UKD4,2012,1463274.0
UKD6,2012,904677.0
UKD7,2012,1509368.0
UKE1,2012,919564.0
UKE2,2012,801039.0
UKE3,2012,1348096.0
UKE4,2012,2233863.0
UKF1,2012,2116662.0
UKF2,2012,1719017.0
UKF3,2012,716973.0
UKG1,2012,1299764.0
UKG2,2012,1575136.0
UKG3,2012,2750805.0
UKH1,2012,2403234.0
UKH2,2012,1745325.0
UKH3,2012,1735578.0
UKI3,2012,1099576.0
UKI4,2012,2165178.0
UKI5,2012,1778692.0
UKI6,2012,1234689.0
UKI7,2012,1978433.0
UKJ1,2012,2284847.0
UKJ2,2012,2755648.0
UKJ3,2012,1908507.0
UKJ4,2012,1739802.0
UKK1,2012,2362209.0
UKK2,2012,1280933.0
UKK3,2012,538254.0
UKK4,2012,1138922.0
UKL1,2012,1936308.0
UKL2,2012,1132607.0
UKM5,2012,478294.0
UKM6,2012,466605.0
UKM7,2012,1915517.0
UKM8,2012,1499887.0
UKM9,2012,946492.0
UKN0,2012,1818995.0
AL01,2013,853084.0
AL02,2013,1097258.0
AL03,2013,947428.0
AT11,2013,286691.0
AT12,2013,1618592.0
AT13,2013,1741246.0
AT21,2013,555473.0
AT22,2013,1210971.0
AT31,2013,1418498.0
AT32,2013,531898.0
AT33,2013,715888.0
AT34,2013,372603.0
BE10,2013,1165208.0
BE21,2013,1798605.0
BE22,2013,855213.0
BE23,2013,1463614.0
BE24,2013,1102907.0
BE25,2013,1175903.0
BE31,2013,389308.0
BE32,2013,1331455.0
BE33,2013,1093191.0
BE34,2013,277690.0
BE35,2013,484880.0
BG31,2013,816877.0
BG32,2013,830251.0
BG33,2013,938594.0
BG34,2013,1056227.0
BG41,2013,2113717.0
BG42,2013,1446890.0
CH01,2013,1519189.0
CH02,2013,1788791.0
CH03,2013,1091302.0
CH04,2013,1408575.0
CH05,2013,1123672.0
CH06,2013,765879.0
CH07,2013,341652.0
CY00,2013,862854.0
CZ01,2013,1246780.0
CZ02,2013,1291816.0
CZ03,2013,1209298.0
CZ04,2013,1128490.0
CZ05,2013,1507980.0
CZ06,2013,1679857.0
CZ07,2013,1225302.0
CZ08,2013,1226602.0
DE11,2013,3947568.0
DE12,2013,2686573.0
DE13,2013,2162340.0
DE14,2013,1772630.0
DE21,2013,4415649.0
DE22,2013,1181472.0
DE23,2013,1074738.0
DE24,2013,1058711.0
DE25,2013,1698515.0
DE26,2013,1297727.0
DE27,2013,1792759.0
DE30,2013,3375222.0
DE40,2013,2449511.0
DE50,2013,654774.0
DE60,2013,1734272.0
DE71,2013,3791381.0
DE72,2013,1023277.0
DE73,2013,1201823.0
DE80,2013,1600327.0
DE91,2013,1574527.0
DE92,2013,2094931.0
DE93,2013,1667332.0
DE94,2013,2442205.0
DEA1,2013,5081061.0
DEA2,2013,4315912.0
DEA3,2013,2572390.0
DEA4,2013,2025415.0
DEA5,2013,3559551.0
DEB1,2013,1476237.0
DEB2,2013,518289.0
DEB3,2013,1995752.0
DEC0,2013,994287.0
DED2,2013,1591320.0
DED4,2013,1480210.0
DED5,2013,978674.0
DEE0,2013,2259393.0
DEF0,2013,2806531.0
DEG0,2013,2170460.0
DK01,2013,1732068.0
DK02,2013,816359.0
DK03,2013,1201419.0
DK04,2013,1272510.0
DK05,2013,580272.0
EE00,2013,1320174.0
EFTA,2013,13449030.0
EL30,2013,3937070.0
EL41,2013,195334.0
EL42,2013,331283.0
EL43,2013,628388.0
EL51,2013,602982.0
EL52,2013,1900468.0
EL53,2013,280132.0
EL54,2013,340188.0
EL61,2013,736650.0
EL62,2013,209537.0
EL63,2013,684064.0
EL64,2013,551750.0
EL65,2013,582160.0
ES11,2013,2760720.0
ES12,2013,1067425.0
ES13,2013,589789.0
ES21,2013,2179274.0
ES22,2013,639089.0
ES23,2013,318819.0
ES24,2013,1337675.0
ES30,2013,6411525.0
ES41,2013,2516927.0
ES42,2013,2093474.0
ES43,2013,1101024.0
ES51,2013,7488664.0
ES52,2013,4988365.0
ES53,2013,1105131.0
ES61,2013,8387986.0
ES62,2013,1462271.0
ES63,2013,84487.0
ES64,2013,83669.0
ES70,2013,2096336.0
EU28,2013,505645272.0
FI19,2013,1370384.0
FI1B,2013,1566835.0
FI1C,2013,1160732.0
FI1D,2013,1300222.0
FI20,2013,28501.0
FR10,2013,11959807.0
FRB0,2013,2570548.0
FRC1,2013,1642687.0
FRC2,2013,1177096.0
FRD1,2013,1478712.0
FRD2,2013,1849652.0
FRE1,2013,4060741.0
FRE2,2013,1927142.0
FRF1,2013,1868183.0
FRF2,2013,1339008.0
FRF3,2013,2345197.0
FRG0,2013,3660852.0
FRH0,2013,3258707.0
FRI1,2013,3316889.0
FRI2,2013,737509.0
FRI3,2013,1789779.0
FRJ1,2013,2729721.0
FRJ2,2013,2954157.0
FRK1,2013,1357668.0
FRK2,2013,6399927.0
FRL0,2013,4953675.0
FRM0,2013,320208.0
FRY1,2013,437713.0
FRY2,2013,385551.0
FRY3,2013,244118.0
FRY4,2013,835103.0
HR02,2013,1205694.0
HR03,2013,1401384.0
HR04,2013,2854342.0
HR05,2013,790038.0
HR06,2013,850687.0
HU11,2013,1730350.0
HU12,2013,1216562.0
HU21,2013,1075035.0
HU22,2013,982654.0
HU23,2013,924892.0
HU31,2013,1189094.0
HU32,2013,1489460.0
HU33,2013,1287203.0
HUXX,2013,0.0
IE04,2013,834236.0
IE05,2013,1556247.0
IE06,2013,2219296.0
IS00,2013,321857.0
ITC1,2013,4425816.0
ITC2,2013,127951.0
ITC3,2013,1587322.0
ITC4,2013,9877541.0
ITF1,2013,1332583.0
ITF2,2013,313408.0
ITF3,2013,5820430.0
ITF4,2013,4090530.0
ITF5,2013,577550.0
ITF6,2013,1962430.0
ITG1,2013,5053540.0
ITG2,2013,1654583.0
ITH1,2013,511619.0
ITH2,2013,533435.0
ITH3,2013,4901415.0
ITH4,2013,1224987.0
ITH5,2013,4415458.0
ITI1,2013,3743537.0
ITI2,2013,892742.0
ITI3,2013,1551668.0
ITI4,2013,5678764.0
LI00,2013,36838.0
LT01,2013,803673.0
LT02,2013,2170964.0
LU00,2013,537039.0
LV00,2013,2023825.0
ME00,2013,620893.0
MK00,2013,2062294.0
MT00,2013,421464.0
NL11,2013,581705.0
NL12,2013,646862.0
NL13,2013,489918.0
NL21,2013,1139350.0
NL22,2013,2015791.0
NL23,2013,398441.0
NL31,2013,1245294.0
NL32,2013,2724300.0
NL33,2013,3563935.0
NL34,2013,381077.0
NL41,2013,2471011.0
NL42,2013,1121891.0
NO01,2013,1190365.0
NO02,2013,365649.0
NO03,2013,960653.0
NO04,2013,741284.0
NO05,2013,866239.0
NO06,2013,440865.0
NO07,2013,474563.0
NO08,2013,1763262.0
NO09,2013,692205.0
NO0A,2013,1314731.0
NO0B,2013,0.0
PL21,2013,3310450.0
PL22,2013,4566039.0
PL41,2013,3437751.0
PL42,2013,1694560.0
PL43,2013,1010582.0
PL51,2013,2875180.0
PL52,2013,966167.0
PL61,2013,2072655.0
PL62,2013,1425897.0
PL63,2013,2259485.0
PT11,2013,3662884.0
PT15,2013,451078.0
PT16,2013,2310828.0
PT17,2013,2820092.0
PT18,2013,747933.0
PT20,2013,246424.0
PT30,2013,264650.0
RO11,2013,2594823.0
RO12,2013,2359405.0
RO21,2013,3278798.0
RO22,2013,2523354.0
RO31,2013,3108150.0
RO32,2013,2282244.0
RO41,2013,2048702.0
RO42,2013,1824598.0
SE11,2013,2127006.0
SE12,2013,1589821.0
SE21,2013,815792.0
SE22,2013,1415403.0
SE23,2013,1904563.0
SE31,2013,826272.0
SE32,2013,368182.0
SE33,2013,508854.0
SI03,2013,1097198.0
SI04,2013,961623.0
SK01,2013,612682.0
SK02,2013,1838136.0
SK03,2013,1348611.0
SK04,2013,1611407.0
TR10,2013,13854740.0
TR21,2013,1593247.0
TR22,2013,1654422.0
TR31,2013,4005459.0
TR32,2013,2808243.0
TR33,2013,2965800.0
TR41,2013,3682037.0
TR42,2013,3376330.0
TR51,2013,4965542.0
TR52,2013,2287705.0
TR61,2013,2763541.0
TR62,2013,3808483.0
TR63,2013,3038983.0
TR71,2013,1501311.0
TR72,2013,2351714.0
TR81,2013,1020108.0
TR82,2013,745525.0
TR83,2013,2717970.0
TR90,2013,2545274.0
TRA1,2013,1071878.0
TRA2,2013,1154277.0
TRB1,2013,1673852.0
TRB2,2013,2082470.0
TRC1,2013,2519139.0
TRC2,2013,3354242.0
TRC3,2013,2085092.0
UKC1,2013,1179963.0
UKC2,2013,1426640.0
UKD1,2013,498860.0
UKD3,2013,2707445.0
UKD4,2013,1466592.0
UKD6,2013,907796.0
UKD7,2013,1513266.0
UKE1,2013,921510.0
UKE2,2013,804925.0
UKE3,2013,1355465.0
UKE4,2013,2245499.0
UKF1,2013,2129007.0
UKF2,2013,1732295.0
UKF3,2013,721847.0
UKG1,2013,1305682.0
UKG2,2013,1581454.0
UKG3,2013,2771841.0
UKH1,2013,2416785.0
UKH2,2013,1763546.0
UKH3,2013,1748546.0
UKI3,2013,1108567.0
UKI4,2013,2205293.0
UKI5,2013,1800748.0
UKI6,2013,1249370.0
UKI7,2013,1999117.0
UKJ1,2013,2304318.0
UKJ2,2013,2778314.0
UKJ3,2013,1920223.0
UKJ4,2013,1756070.0
UKK1,2013,2382428.0
UKK2,2013,1288448.0
UKK3,2013,542252.0
UKK4,2013,1145447.0
UKL1,2013,1940620.0
UKL2,2013,1137738.0
UKM5,2013,482660.0
UKM6,2013,466737.0
UKM7,2013,1924614.0
UKM8,2013,1500987.0
UKM9,2013,945666.0
UKN0,2013,1826761.0
AL01,2014,844921.0
AL02,2014,1111160.0
AL03,2014,936313.0
ALXX,2014,0.0
AT11,2014,287416.0
AT12,2014,1625485.0
AT13,2014,1766746.0
AT21,2014,555881.0
AT22,2014,1215246.0
AT31,2014,1425422.0
AT32,2014,534270.0
AT33,2014,722038.0
AT34,2014,375282.0
BE10,2014,1172751.0
BE21,2014,1806634.0
BE22,2014,857844.0
BE23,2014,1471126.0
BE24,2014,1108408.0
BE25,2014,1177935.0
BE31,2014,391609.0
BE32,2014,1334423.0
BE33,2014,1095661.0
BE34,2014,278219.0
BE35,2014,486230.0
BG31,2014,801343.0
BG32,2014,814339.0
BG33,2014,924847.0
BG34,2014,1043896.0
BG41,2014,2103080.0
BG42,2014,1429948.0
CH01,2014,1545817.0
CH02,2014,1808480.0
CH03,2014,1104353.0
CH04,2014,1425538.0
CH05,2014,1134781.0
CH06,2014,774123.0
CH07,2014,346539.0
CY00,2014,860032.0
CZ01,2014,1243201.0
CZ02,2014,1302336.0
CZ03,2014,1210176.0
CZ04,2014,1125429.0
CZ05,2014,1506503.0
CZ06,2014,1680287.0
CZ07,2014,1222655.0
CZ08,2014,1221832.0
DE11,2014,3972881.0
DE12,2014,2702831.0
DE13,2014,2174500.0
DE14,2014,1781066.0
DE21,2014,4469342.0
DE22,2014,1189153.0
DE23,2014,1077991.0
DE24,2014,1056365.0
DE25,2014,1707376.0
DE26,2014,1297992.0
DE27,2014,1806025.0
DE30,2014,3421829.0
DE40,2014,2449193.0
DE50,2014,657391.0
DE60,2014,1746342.0
DE71,2014,3822479.0
DE72,2014,1023150.0
DE73,2014,1199796.0
DE80,2014,1596505.0
DE91,2014,1574936.0
DE92,2014,2099079.0
DE93,2014,1670199.0
DE94,2014,2446345.0
DEA1,2014,5088748.0
DEA2,2014,4333015.0
DEA3,2014,2574148.0
DEA4,2014,2024392.0
DEA5,2014,3551553.0
DEB1,2014,1474378.0
DEB2,2014,519136.0
DEB3,2014,2000852.0
DEC0,2014,990718.0
DED2,2014,1590927.0
DED4,2014,1468954.0
DED5,2014,986504.0
DEE0,2014,2244577.0
DEF0,2014,2815955.0
DEG0,2014,2160840.0
DK01,2014,1749405.0
DK02,2014,816726.0
DK03,2014,1202509.0
DK04,2014,1277538.0
DK05,2014,581057.0
EE00,2014,1315819.0
EFTA,2014,13611487.0
EL30,2014,3900210.0
EL41,2014,192264.0
EL42,2014,329815.0
EL43,2014,628377.0
EL51,2014,597819.0
EL52,2014,1886279.0
EL53,2014,277141.0
EL54,2014,336880.0
EL61,2014,730874.0
EL62,2014,209567.0
EL63,2014,680024.0
EL64,2014,546904.0
EL65,2014,578140.0
ES11,2014,2745817.0
ES12,2014,1058560.0
ES13,2014,587491.0
ES21,2014,2172247.0
ES22,2014,637099.0
ES23,2014,315736.0
ES24,2014,1330713.0
ES30,2014,6372553.0
ES41,2014,2493604.0
ES42,2014,2074760.0
ES43,2014,1096708.0
ES51,2014,7432833.0
ES52,2014,4960213.0
ES53,2014,1106617.0
ES61,2014,8381239.0
ES62,2014,1462734.0
ES63,2014,84562.0
ES64,2014,84103.0
ES70,2014,2098155.0
FI19,2014,1374403.0
FI1B,2014,1585473.0
FI1C,2014,1161882.0
FI1D,2014,1300846.0
FI20,2014,28666.0
FR10,2014,12027565.0
FRB0,2014,2577435.0
FRC1,2014,1642551.0
FRC2,2014,1178072.0
FRD1,2014,1479378.0
FRD2,2014,1856267.0
FRE1,2014,4076061.0
FRE2,2014,1930095.0
FRF1,2014,1872949.0
FRF2,2014,1339299.0
FRF3,2014,2342397.0
FRG0,2014,3690833.0
FRH0,2014,3276543.0
FRI1,2014,3343326.0
FRI2,2014,738120.0
FRI3,2014,1797698.0
FRJ1,2014,2751592.0
FRJ2,2014,2979161.0
FRK1,2014,1360461.0
FRK2,2014,6460505.0
FRL0,2014,4983438.0
FRM0,2014,324212.0
FRXX,2014,0.0
FRY1,2014,435293.0
FRY2,2014,383911.0
FRY3,2014,252338.0
FRY4,2014,842767.0
